x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV
-2.205792,53.511355,1.36381E+18,83,0,1,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2058138,53.5158492,-5.08744E+18,97,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2058181,53.516748,-7.20274E+18,83,1,2,2,1,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.2060496,53.564386,7.70985E+18,70,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2027718,53.5104614,3.15916E+18,134,2,1,0,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2028492,53.5266403,-4.34932E+18,51,2,0,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.2029654,53.5509087,2.74833E+18,87,0,1,0,3,1,2,1.414213562,2,1.414213562
-2.2029783,53.5536052,-4.99913E+18,89,1,2,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1804943,53.5904934,2.79962E+18,103,0,0,2,0,0.5,1,1,2,2
-2.2042797,53.5104588,7.62482E+18,128,1,2,2,2,1.75,0.25,0.5,0.142857143,0.285714286
-2.2043143,53.5176495,-7.62513E+18,60,0,2,0,0,0.5,1,1,2,2
-2.2043967,53.5347272,4.69893E+18,53,2,3,0,0,1.25,2.25,1.5,1.8,1.2
-2.2012853,53.5149581,-8.48137E+18,120,2,0,4,0,1.5,3.666666667,1.914854216,2.444444444,1.276569477
-2.2013621,53.5311371,-6.98731E+18,51,1,1,2,1,1.25,0.25,0.5,0.2,0.4
-2.2013706,53.5329347,6.99303E+18,52,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.2014219,53.5437207,5.80023E+18,35,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.2014561,53.5509113,5.279E+18,63,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1787519,53.5356672,-7.01688E+17,25,0,1,0,0,0.25,0.25,0.5,1,2
-2.1788354,53.5554415,-8.46382E+18,84,1,0,0,0,0.25,0.25,0.5,1,2
-2.2014604,53.5518101,8.76E+18,67,1,1,1,1,1,0,0,0,0
-2.2014689,53.5536078,-1.77151E+17,76,0,2,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1998196,53.5239489,-2.90902E+18,26,1,0,0,0,0.25,0.25,0.5,1,2
-2.199862,53.5329372,4.74571E+18,53,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2027547,53.506866,-1.53869E+18,132,1,0,2,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2028965,53.5365275,-7.9969E+18,56,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2029051,53.5383251,6.99336E+18,36,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2029309,53.5437181,4.94174E+18,13,0,1,0,0,0.25,0.25,0.5,1,2
-2.2030257,53.5634923,-6.43339E+18,100,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1775068,53.5985873,-9.10883E+18,32,0,0,1,0,0.25,0.25,0.5,1,2
-2.1998959,53.5401279,-5.43346E+18,31,1,0,0,0,0.25,0.25,0.5,1,2
-2.1999044,53.5419255,7.87907E+18,17,1,0,0,0,0.25,0.25,0.5,1,2
-2.199951,53.5518126,-2.00405E+18,129,1,3,0,0,1,2,1.414213562,2,1.414213562
-2.1999765,53.5572056,4.79555E+18,65,2,1,1,2,1.5,0.333333333,0.577350269,0.222222222,0.384900179
-2.199985,53.5590033,-3.88173E+18,48,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1999977,53.5616997,-8.93485E+18,82,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2000019,53.5625986,-4.64255E+18,86,0,2,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1759098,53.5779166,-6.03059E+18,27,0,1,0,0,0.25,0.25,0.5,1,2
-2.1759359,53.5842084,8.91793E+18,42,1,0,0,0,0.25,0.25,0.5,1,2
-2.2012512,53.5077674,-5.76959E+18,193,2,3,0,0,1.25,2.25,1.5,1.8,1.2
-2.2013963,53.5383277,-5.34919E+18,54,2,0,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.2014775,53.5554054,6.9087E+18,86,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.2014903,53.5581019,3.85737E+18,33,0,1,0,0,0.25,0.25,0.5,1,2
-2.2015031,53.5607984,-1.30204E+18,41,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2015202,53.5643937,4.28831E+18,120,2,2,2,0,1.5,1,1,0.666666667,0.666666667
-2.1982398,53.5086713,9.05719E+18,58,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1983365,53.5293444,-6.90932E+18,70,0,1,0,0,0.25,0.25,0.5,1,2
-2.1983701,53.5365351,-4.88232E+18,54,1,0,3,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1997603,53.5113653,-3.86952E+18,90,0,1,0,3,1,2,1.414213562,2,1.414213562
-2.1997646,53.5122641,7.86744E+18,90,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1998704,53.5347349,9.04024E+18,47,2,1,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1999001,53.5410267,-4.52217E+18,42,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.199968,53.555408,-8.45101E+18,26,1,2,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.174281,53.5491564,2.4301E+16,88,1,0,0,0,0.25,0.25,0.5,1,2
-2.1967403,53.5104715,-1.1884E+18,58,2,0,0,0,0.5,1,1,2,2
-2.1967612,53.5149656,-3.29045E+18,91,2,1,1,0,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1968864,53.5419306,3.76582E+18,48,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.1968906,53.5428294,-1.87658E+17,83,1,1,0,3,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1969449,53.5545141,-5.67539E+18,63,0,2,0,0,0.5,1,1,2,2
-2.1969825,53.5626036,7.91716E+18,56,0,0,0,1,0.25,0.25,0.5,1,2
-2.196995,53.5653001,5.29688E+18,109,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1743847,53.5743235,7.95328E+17,41,0,0,1,0,0.25,0.25,0.5,1,2
-2.1983449,53.5311421,-4.3341E+18,102,2,0,1,2,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1983617,53.5347374,-2.06834E+18,28,1,0,0,0,0.25,0.25,0.5,1,2
-2.1983743,53.5374339,9.21461E+18,41,0,0,1,0,0.25,0.25,0.5,1,2
-2.1983785,53.5383327,-8.73515E+18,55,0,2,0,2,1,1.333333333,1.154700538,1.333333333,1.154700538
-2.1984332,53.5500175,8.71147E+18,18,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1984796,53.5599046,-9.05405E+18,30,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1984922,53.5626011,-8.71488E+17,47,3,0,1,0,1,2,1.414213562,2,1.414213562
-2.1727975,53.5554504,-1.74213E+18,29,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1967529,53.513168,-6.90405E+18,49,0,1,0,0,0.25,0.25,0.5,1,2
-2.1967654,53.5158645,8.59347E+18,75,3,1,0,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1967695,53.5167633,-9.91093E+17,63,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1968029,53.5239539,-5.32581E+18,70,1,1,0,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1968363,53.5311446,-2.27684E+18,84,0,2,1,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1968571,53.5356387,-7.495E+18,83,5,0,0,0,1.25,6.25,2.5,5,2
-2.1952283,53.5095751,2.38982E+18,90,0,0,0,2,0.5,1,1,2,2
-2.1952449,53.5131704,3.06868E+18,194,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1952573,53.5158669,9.05888E+18,73,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1953442,53.5347424,-4.87189E+17,52,1,0,0,0,0.25,0.25,0.5,1,2
-2.1954396,53.5554154,6.69338E+18,85,0,4,0,1,1.25,3.583333333,1.892969449,2.866666667,1.514375559
-2.1954894,53.5662014,-3.0508E+18,137,1,0,0,0,0.25,0.25,0.5,1,2
-2.17115,53.521297,-1.64599E+18,38,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1714263,53.5896079,-6.22269E+18,68,1,0,0,0,0.25,0.25,0.5,1,2
-2.1937246,53.5104764,2.26035E+18,140,0,0,0,1,0.25,0.25,0.5,1,2
-2.1937739,53.5212624,-1.22571E+18,120,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1937944,53.5257565,4.63465E+18,94,2,1,1,1,1.25,0.25,0.5,0.2,0.4
-2.1938314,53.533846,6.36435E+18,65,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1938561,53.539239,-7.60461E+18,49,2,0,0,0,0.5,1,1,2,2
-2.1938725,53.5428343,7.28678E+18,45,1,0,0,0,0.25,0.25,0.5,1,2
-2.1938972,53.5482273,-3.96156E+18,34,0,1,0,0,0.25,0.25,0.5,1,2
-2.1939342,53.5563167,-7.18756E+17,114,2,1,0,1,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1939424,53.5581144,-5.06811E+18,48,1,0,2,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1922086,53.5086812,6.50751E+18,147,0,1,0,0,0.25,0.25,0.5,1,2
-2.1922167,53.5104788,-7.93555E+17,63,0,0,0,1,0.25,0.25,0.5,1,2
-2.1922656,53.5212648,7.41462E+18,87,1,1,0,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.1923227,53.5338485,3.96617E+18,27,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1696453,53.5221979,1.51547E+18,99,1,0,0,0,0.25,0.25,0.5,1,2
-2.1697425,53.5464664,6.77565E+18,93,0,0,1,0,0.25,0.25,0.5,1,2
-2.1923268,53.5347473,5.85916E+18,28,0,1,0,0,0.25,0.25,0.5,1,2
-2.1923839,53.5473309,-4.15241E+18,123,0,0,1,0,0.25,0.25,0.5,1,2
-2.1924165,53.5545215,-4.95062E+18,113,0,1,3,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1924206,53.5554203,-3.29115E+18,137,4,0,1,1,1.5,3,1.732050808,2,1.154700538
-2.192441,53.5599145,1.65034E+18,104,0,1,3,1,1.25,1.583333333,1.258305739,1.266666667,1.006644591
-2.1952118,53.5059798,5.00164E+18,16,0,1,0,0,0.25,0.25,0.5,1,2
-2.1952325,53.5104739,8.90033E+18,58,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1952366,53.5113728,-4.35267E+18,89,0,0,0,1,0.25,0.25,0.5,1,2
-2.1952656,53.5176646,2.48813E+18,68,1,0,0,0,0.25,0.25,0.5,1,2
-2.1952987,53.5248553,-6.97012E+18,82,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1907735,53.5248626,-6.10439E+18,28,0,1,0,0,0.25,0.25,0.5,1,2
-2.1908464,53.5410415,-6.11142E+18,76,0,2,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1936139,53.4862078,8.31271E+17,109,0,1,0,0,0.25,0.25,0.5,1,2
-2.1937164,53.5086787,-5.4012E+18,215,0,1,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.193778,53.5221612,-8.61423E+18,108,1,1,0,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1938848,53.5455308,-6.10369E+18,31,0,0,1,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1938931,53.5473285,6.11584E+18,101,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1939507,53.559912,8.53003E+18,46,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1939671,53.5635073,4.00595E+18,42,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1891889,53.5077871,5.69683E+18,117,0,0,0,1,0.25,0.25,0.5,1,2
-2.189197,53.5095848,-5.30594E+17,147,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1892611,53.5239661,2.92763E+18,90,3,0,0,0,0.75,2.25,1.5,3,2
-2.1893093,53.5347521,5.19571E+18,33,0,0,1,0,0.25,0.25,0.5,1,2
-2.1893374,53.5410439,5.98123E+18,62,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1893494,53.5437404,-3.83241E+18,47,0,0,0,1,0.25,0.25,0.5,1,2
-2.1685016,53.6138804,5.58667E+18,62,0,1,0,0,0.25,0.25,0.5,1,2
-2.1921964,53.5059847,-4.8174E+18,94,0,0,0,1,0.25,0.25,0.5,1,2
-2.1922982,53.5284555,5.11942E+18,155,0,2,3,1,1.5,1.666666667,1.290994449,1.111111111,0.860662966
-2.1923308,53.5356461,1.59146E+18,32,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1923349,53.536545,-9.87142E+17,35,0,0,0,1,0.25,0.25,0.5,1,2
-2.1923635,53.5428368,-2.08556E+18,69,0,1,0,0,0.25,0.25,0.5,1,2
-2.1924288,53.557218,7.87777E+18,65,0,1,0,0,0.25,0.25,0.5,1,2
-2.1924329,53.5581168,3.20953E+18,19,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1926865,53.6138438,6.46957E+18,35,1,0,0,0,0.25,0.25,0.5,1,2
-2.16671,53.5428753,-2.4762E+17,54,0,1,0,0,0.25,0.25,0.5,1,2
-2.1877329,53.5194744,8.55894E+18,50,0,0,1,0,0.25,0.25,0.5,1,2
-2.1878085,53.5365522,-6.3259E+18,42,0,0,0,1,0.25,0.25,0.5,1,2
-2.1907654,53.5230649,-2.91186E+18,29,0,0,0,1,0.25,0.25,0.5,1,2
-2.1908706,53.5464345,-4.88948E+18,15,1,0,0,0,0.25,0.25,0.5,1,2
-2.1908828,53.549131,2.66528E+18,20,0,0,1,0,0.25,0.25,0.5,1,2
-2.165201,53.5428774,7.30931E+18,68,0,0,1,0,0.25,0.25,0.5,1,2
-2.1654468,53.6057952,-2.49147E+18,206,0,1,0,0,0.25,0.25,0.5,1,2
-2.1891849,53.5068883,1.40537E+18,67,1,0,0,0,0.25,0.25,0.5,1,2
-2.1893173,53.5365498,2.92112E+18,49,1,0,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1893535,53.5446392,-2.69704E+18,46,0,0,1,0,0.25,0.25,0.5,1,2
-2.1893896,53.5527287,-3.86984E+18,33,0,0,0,1,0.25,0.25,0.5,1,2
-2.1893936,53.5536275,4.04544E+18,86,2,2,0,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1894057,53.556324,6.49566E+18,76,1,0,0,0,0.25,0.25,0.5,1,2
-2.1894137,53.5581217,-5.22683E+18,83,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1863234,53.5419475,4.5657E+18,58,0,0,1,0,0.25,0.25,0.5,1,2
-2.186363,53.5509358,-6.56545E+18,109,2,0,2,1,1.25,0.916666667,0.957427108,0.733333333,0.765941686
-2.1863669,53.5518346,-4.56897E+18,185,3,1,3,2,2.25,0.916666667,0.957427108,0.407407407,0.425523159
-2.1876931,53.510486,-9.20734E+18,85,1,0,0,0,0.25,0.25,0.5,1,2
-2.1878205,53.5392486,5.38951E+18,39,1,0,0,0,0.25,0.25,0.5,1,2
-2.1878723,53.5509334,8.37243E+17,44,0,3,0,0,0.75,2.25,1.5,3,2
-2.1880799,53.5976723,6.20232E+18,68,0,0,0,1,0.25,0.25,0.5,1,2
-2.1881439,53.6120534,3.5515E+18,57,0,1,0,0,0.25,0.25,0.5,1,2
-2.1846148,53.4961094,-3.69839E+18,74,1,0,0,0,0.25,0.25,0.5,1,2
-2.1847204,53.5203779,2.84797E+17,93,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1847909,53.5365569,3.22302E+18,65,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1848497,53.5500393,2.47264E+18,37,0,1,0,0,0.25,0.25,0.5,1,2
-2.1850264,53.5904864,6.34096E+18,46,0,0,0,1,0.25,0.25,0.5,1,2
-2.1850304,53.5913853,6.87296E+18,108,0,0,1,0,0.25,0.25,0.5,1,2
-2.1862405,53.523072,9.08805E+18,83,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1863313,53.5437452,5.31842E+18,31,0,1,0,0,0.25,0.25,0.5,1,2
-2.1863788,53.5545311,1.51961E+18,87,0,2,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1863827,53.5554299,4.66249E+18,60,0,0,0,2,0.5,1,1,2,2
-2.1864025,53.5599241,3.84886E+18,76,1,1,1,0,0.75,0.25,0.5,0.333333333,0.666666667
-2.1622036,53.5482745,-5.73239E+18,86,0,3,0,0,0.75,2.25,1.5,3,2
-2.1622242,53.5536675,-3.02082E+17,49,1,0,0,0,0.25,0.25,0.5,1,2
-2.1847165,53.5194791,4.69773E+18,60,0,1,0,0,0.25,0.25,0.5,1,2
-2.1847988,53.5383545,-2.40759E+18,84,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1848772,53.5563311,8.26721E+18,99,0,0,2,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1848811,53.5572299,-7.80315E+17,92,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1850225,53.5895876,6.33687E+18,58,0,1,0,0,0.25,0.25,0.5,1,2
-2.1832977,53.5401545,-2.94061E+18,85,0,3,0,1,1,2,1.414213562,2,1.414213562
-2.1833482,53.5518393,8.58342E+18,117,0,0,0,2,0.5,1,1,2,2
-2.1833521,53.5527381,-6.78593E+18,141,1,1,1,2,1.25,0.25,0.5,0.2,0.4
-2.1836055,53.6111616,-6.1614E+18,42,0,0,1,0,0.25,0.25,0.5,1,2
-2.183119,53.4988082,-6.16693E+18,101,0,0,1,0,0.25,0.25,0.5,1,2
-2.1832277,53.5239755,-2.86263E+18,132,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1832316,53.5248744,4.88505E+18,75,1,0,0,0,0.25,0.25,0.5,1,2
-2.1832743,53.5347615,-1.22993E+17,65,0,1,0,0,0.25,0.25,0.5,1,2
-2.1832782,53.5356604,3.22692E+18,70,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1833716,53.5572323,5.53748E+18,83,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1833794,53.5590299,-4.51197E+18,98,0,1,0,0,0.25,0.25,0.5,1,2
-2.1833832,53.5599287,-7.43715E+18,39,0,1,1,1,0.75,0.25,0.5,0.333333333,0.666666667
-2.1835469,53.5976793,-7.04934E+18,85,0,0,0,1,0.25,0.25,0.5,1,2
-2.1835625,53.6012746,1.31861E+18,76,0,0,0,1,0.25,0.25,0.5,1,2
-2.1816654,53.5113942,2.04875E+17,118,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1817733,53.5365615,-2.67133E+18,89,1,0,0,0,0.25,0.25,0.5,1,2
-2.1818775,53.5608299,1.01658E+18,74,1,0,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1820282,53.595884,-1.46546E+17,85,0,2,0,0,0.5,1,1,2,2
-2.1817232,53.5248767,6.79684E+18,86,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.181808,53.544651,-6.88784E+17,75,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1818273,53.5491451,5.82199E+18,29,1,0,0,0,0.25,0.25,0.5,1,2
-2.1818505,53.5545381,-5.55599E+18,35,0,0,0,1,0.25,0.25,0.5,1,2
-2.1575689,53.519518,-2.94922E+18,69,0,0,0,1,0.25,0.25,0.5,1,2
-2.1578603,53.597716,-1.77133E+18,57,0,0,1,0,0.25,0.25,0.5,1,2
-2.1578905,53.6058054,-7.20637E+18,176,0,0,1,0,0.25,0.25,0.5,1,2
-2.1803984,53.5680228,-7.20E+18,20,0,0,0,1,0.25,0.25,0.5,1,2
-2.1802569,53.5347661,2.78375E+18,65,0,0,0,1,0.25,0.25,0.5,1,2
-2.1803027,53.5455521,-5.57295E+18,105,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1803257,53.5509451,-6.84889E+18,57,0,1,0,0,0.25,0.25,0.5,1,2
-2.180364,53.5599333,3.96975E+18,67,0,0,0,1,0.25,0.25,0.5,1,2
-2.1806363,53.6237497,-8.7498E+18,42,0,0,0,1,0.25,0.25,0.5,1,2
-2.1786572,53.5131964,-4.47725E+18,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.1787822,53.5428579,2.67195E+18,83,0,1,0,1,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1788012,53.547352,2.40033E+18,61,1,1,0,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1788543,53.5599356,-8.33268E+18,83,0,1,0,0,0.25,0.25,0.5,1,2
-2.1788581,53.5608344,-2.96954E+18,98,0,1,0,0,0.25,0.25,0.5,1,2
-2.1790292,53.6012815,4.5276E+18,57,0,1,0,0,0.25,0.25,0.5,1,2
-2.1787898,53.5446555,-2.23329E+18,55,0,0,0,2,0.5,1,1,2,2
-2.1788392,53.5563403,-1.63282E+18,39,0,1,0,0,0.25,0.25,0.5,1,2
-2.1788619,53.5617333,-7.79982E+18,84,1,1,1,1,1,0,0,0,0
-2.1790825,53.613865,-1.57187E+18,124,0,0,1,0,0.25,0.25,0.5,1,2
-2.1771868,53.522187,1.06158E+18,79,0,1,0,0,0.25,0.25,0.5,1,2
-2.1772732,53.5428601,-3.72039E+17,146,1,0,0,2,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.177292,53.5473543,-8.05915E+18,91,2,0,0,0,0.5,1,1,2,2
-2.1771642,53.516794,-1.22598E+18,94,0,0,0,1,0.25,0.25,0.5,1,2
-2.1774691,53.5895991,8.71445E+18,58,0,1,0,0,0.25,0.25,0.5,1,2
-2.1757717,53.54466,6.40582E+18,82,0,0,0,1,0.25,0.25,0.5,1,2
-2.1758127,53.5545471,-8.13741E+18,53,0,1,0,0,0.25,0.25,0.5,1,2
-2.1756748,53.5212904,-4.27573E+18,110,0,0,1,0,0.25,0.25,0.5,1,2
-2.1757567,53.5410647,3.0355E+18,46,0,0,0,1,0.25,0.25,0.5,1,2
-2.1757903,53.5491541,-7.51721E+18,43,0,1,0,0,0.25,0.25,0.5,1,2
-2.1757978,53.5509518,-5.16788E+18,94,0,0,0,2,0.5,1,1,2,2
-2.153145,53.5473877,-5.17442E+18,87,1,0,0,0,0.25,0.25,0.5,1,2
-2.1533338,53.5995196,3.01484E+18,86,0,0,1,0,0.25,0.25,0.5,1,2
-2.1744143,53.5815141,8.62292E+18,58,0,0,1,0,0.25,0.25,0.5,1,2
-2.1744069,53.5797165,8.56548E+18,20,0,0,0,1,0.25,0.25,0.5,1,2
-2.1744217,53.5833118,6.65022E+18,68,0,1,0,0,0.25,0.25,0.5,1,2
-2.1726473,53.5185983,1.08888E+18,38,0,0,0,1,0.25,0.25,0.5,1,2
-2.1726729,53.5248901,-5.1792E+18,83,0,0,0,1,0.25,0.25,0.5,1,2
-2.1727498,53.5437656,-9.01398E+18,59,0,1,0,0,0.25,0.25,0.5,1,2
-2.1712444,53.5446666,4.09108E+18,50,0,0,0,1,0.25,0.25,0.5,1,2
-2.1713899,53.5806197,2.48288E+18,82,1,0,0,0,0.25,0.25,0.5,1,2
-2.1713971,53.5824173,6.6711E+18,85,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1714336,53.5914055,-8.06561E+18,67,0,1,0,0,0.25,0.25,0.5,1,2
-2.1714883,53.6048879,-3.65869E+18,174,0,0,1,0,0.25,0.25,0.5,1,2
-2.1699228,53.5914077,-1.4909E+18,51,0,1,0,0,0.25,0.25,0.5,1,2
-2.1696345,53.5195014,1.29023E+16,96,2,0,0,0,0.5,1,1,2,2
-2.1680373,53.4970327,-8.54515E+18,70,0,0,0,1,0.25,0.25,0.5,1,2
-2.1684335,53.5968028,7.67981E+18,49,1,0,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.1682048,53.5392779,4.53378E+18,3,0,0,0,1,0.25,0.25,0.5,1,2
-2.1683405,53.5734334,-7.27039E+18,18,0,1,0,0,0.25,0.25,0.5,1,2
-2.1685195,53.6183745,1.53373E+18,143,0,1,0,0,0.25,0.25,0.5,1,2
-2.1458499,53.6202019,4.80858E+18,235,0,0,0,1,0.25,0.25,0.5,1,2
-2.165229,53.5500681,-8.61043E+17,96,2,0,1,0,0.75,0.916666667,0.957427108,1.222222222,1.276569477
-2.1655031,53.6201763,7.8042E+18,233,0,0,1,0,0.25,0.25,0.5,1,2
-2.1637337,53.5536655,-6.4498E+17,57,1,0,0,0,0.25,0.25,0.5,1,2
-2.1427383,53.5941398,-3.8163E+18,71,0,1,0,0,0.25,0.25,0.5,1,2
-2.162407,53.6013052,-8.30246E+18,11,0,0,1,0,0.25,0.25,0.5,1,2
-2.1639146,53.6004044,4.09911E+18,15,1,0,0,0,0.25,0.25,0.5,1,2
-2.1620626,53.5114224,6.64209E+18,41,1,0,0,0,0.25,0.25,0.5,1,2
-2.1395742,53.5509996,-3.77032E+18,50,1,0,0,0,0.25,0.25,0.5,1,2
-2.160691,53.5473777,3.87725E+18,66,0,0,1,0,0.25,0.25,0.5,1,2
-2.1593814,53.6004105,2.24586E+18,34,0,0,1,0,0.25,0.25,0.5,1,2
-2.15618,53.5518779,9.07174E+18,62,0,1,0,0,0.25,0.25,0.5,1,2
-2.156336,53.5941227,-8.4886E+16,50,0,1,0,0,0.25,0.25,0.5,1,2
-2.1546673,53.550981,-2.44032E+18,90,0,0,0,1,0.25,0.25,0.5,1,2
-2.15308,53.529411,3.18159E+18,160,0,2,0,0,0.5,1,1,2,2
-2.1517905,53.5905333,-5.25309E+18,316,1,0,0,0,0.25,0.25,0.5,1,2
-2.1501426,53.5518856,-2.9208E+18,74,0,1,0,0,0.25,0.25,0.5,1,2
-2.1454787,53.5123426,-6.01434E+17,60,0,0,0,1,0.25,0.25,0.5,1,2
-2.1427292,53.5914433,-6.8935E+18,28,0,0,1,0,0.25,0.25,0.5,1,2
-2.1381793,53.5860557,-7.80023E+18,29,0,0,0,1,0.25,0.25,0.5,1,2
-2.1335936,53.5689831,-3.6887E+18,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.2850289,53.4096222,3.33304E+18,91,0,1,1,0,0.5,0.333333333,0.577350269,0.666666667,1.154700538
-2.2835425,53.4123223,4.09211E+18,82,1,0,1,2,1,0.666666667,0.816496581,0.666666667,0.816496581
-2.2820084,53.4078317,7.33375E+18,15,2,4,3,1,2.5,1.666666667,1.290994449,0.666666667,0.516397779
-2.2822109,53.4383923,-5.04816E+18,85,0,1,0,0,0.25,0.25,0.5,1,2
-2.2822765,53.4482795,5.89875E+18,86,0,2,0,1,0.75,0.916666667,0.957427108,1.222222222,1.276569477
